data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_abs,selection_score
PA_84,11-Apr,@ChildrensHD,Pregnant Women Who Took Pfizer's RSV Vaccine Were More Likely to Give Birth Prematurely,15,A new study published in BMJ Open reported pregnant women vaccinated with Pfizer's Abrysvo RSV vaccine were more likely to experience preterm births.,The image is a screenshot of an article headline and brief summary about a study regarding Pfizer's RSV vaccine and preterm births. The article appears to be from a publication called 'THE DEFENDER' dated APR 11.,"article headline, text content",False,,PA,"{('pfizer', 'women'): 4.392317422778761, ('pfizer', ""'""): 4.392317422778761, ('vaccine', 'rsv'): 4.392317422778761, ('vaccine', 'likely'): 4.392317422778761}",17.56926969111504,2,0,K- (low certainty),5.128205128205128,0.0,0.0,0.0,1.0,0.0,3.769230769230769
PA_91,9-Apr,@JimFergusonUK,"🚨 THE TRUTH ABOUT THE COVID JAB IS OUT — AND THEY CAN'T HIDE IT ANYMORE 🚨

Marjorie Taylor Greene just said what millions are thinking:

💉 The COVID vaccine was approved in DAYS — not years.
💉 1.6 MILLION VAERS reports.
💉 38,000 DEATHS reported.
💉 And the media stays DEAD
Show more",49,"tT Children's Health Defense - Pennsylvania Chapter reposted @ Jim Ferguson @ @JimFergusonUK - Apr 9 [Jorn &B THE TRUTH ABOUT THE COVID JAB IS OUT — AND THEY CAN’T HIDE IT ANYMORE §& Marjorie Taylor Greene just said what millions are thinking: @ The COVID vaccine was approved in DAYS — not years. @ 1.6 MILLION VAERS reports. @ 38,000 DEATHS reported. # And the media stays DEAD Show more js SS . F © 234 t15k © 9.3K il 213K At",The image shows a person in a dark suit speaking at what appears to be a congressional hearing or committee meeting. There is a nameplate visible on the desk that reads 'MS. GREENE'. The person is seated at what looks like a congressional witness table or committee member position with a microphone in front of them. The background appears to be a wood-paneled wall typical of government hearing rooms.,"congressional hearing, speaker, microphone, nameplate",True,A person identified as MS. GREENE,PA,"{('jab', 'covid'): 5.366322214245816, ('jab', '—'): 5.366322214245816, ('vaccine', 'covid'): 5.366322214245816, ('vaccine', 'approved'): 6.366322214245816}",22.46528885698326,0,4,K+ (high certainty),3.252032520325204,-0.0702,0.095,0.078,0.826,0.0702,3.6282048780487806
PA_33,18-Apr,@ChildrensHD,"Why do we still not know what strain (wild type or vaccine strain) of measles is circulating in the ""outbreak?"" As Dr. Palevsky points out, it's because vaccines are a ""sacred cow that cannot be challenged.""",37,"T1 Children's Health Defense - Pennsylvania Chapter reposted ian Children’s Health Defense & @ChildrensHD - Apr 18 fJ ov Why do we still not know what strain (wild type or vaccine strain) of measles is circulating in the “outbreak?” As Dr. Palevsky points out, it’s because vaccines are a “sacred cow that cannot be challenged.” } \\ fi Hit 4 Yy ! } ) \ \ \\ v4, i= ey t We Brian Hooker, Ph.D. | | : 4 Children’s Health Defense Bae } Lawrence B Palevsky, M.D. ki 208 THE POSSIBILITY THAT THE VACCINE FAILED TV ” CHILDREN’S HEALTH DEFENSE © 32 tl 12 © 292 il 73K [Al as",A screenshot from what appears to be a video interview with two individuals in separate video frames. The video has a timestamp of 2:06 and includes a lower third banner with the text 'THE POSSIBILITY THAT THE VACCINE FAILED' and 'CHD TV'. The video appears to be from Children's Health Defense organization.,"video interview, text overlay, CHD TV branding",True,Two individuals in a video interview,PA,"{('vaccine', 'wild'): 6.007494536546925, ('vaccine', 'type'): 6.007494536546925, ('vaccine', 'strain'): 5.007494536546925, ('vaccine', ')'): 5.4225320358257685}",22.44501564546654,0,2,K+ (high certainty),1.45985401459854,-0.1926,0.071,0.042,0.887,0.1926,3.604178102189781
PA_19,19-Apr,@uTobian,People usually focus on my research on the costs of autism. But my work on the causes of autism is best-in-class. I'm the only person who has done a systematic review of all likely causes including vaccines and their relative contributions to the epidemic. https://ses.library.usyd.edu.au/bitstream/handle/2123/20198/Rogers_Thesis.pdf...,59,tT Children's Health Defense - Pennsylvania Chapter reposted 8 Toby Rogers @ @uTobian - Apr 19 (Jour People usually focus on my research on the costs of autism. But my work on the causes of autism is best-in-class. I'm the only person who has done a systematic review of all likely causes including vaccines and their relative contributions to the epidemic. https://ses.library.usyd.edu.au/bitstream/handle/2123/20198/Rogers Tt hesis.pdf... O7 ta O 158 il 6.6K At,The image shows a profile picture of a person with light-colored hair against a neutral background.,"person, headshot",True,,PA,"{('vaccines', 'likely'): 6.599912842187128, ('vaccines', 'causes'): 5.599912842187128, ('vaccines', 'including'): 6.599912842187128, ('vaccines', 'relative'): 6.599912842187128}",25.39965136874851,2,0,K- (low certainty),1.398601398601399,0.1901,0.015,0.0,0.985,0.1901,3.58999020979021
TN_100,7-Jan,@GovRonDeSantis,"This morning, the Twenty-Second Statewide Grand Jury released its final report. This Grand Jury was tasked with investigating vaccine manufacturers and their production process for vaccines following the COVID-19 pandemic.

While we are still reading through the report and its
Show more",44,"tl TN Chapter CHD reposted Ron DeSantis @ @GovRonDeSantis « Jan7 [Jorn .” This morning, the Twenty-Second Statewide Grand Jury released its final report. This Grand Jury was tasked with investigating vaccine manufacturers and their production process for vaccines following the COVID-19 pandemic. While we are still reading through the report and its Show more © 2.3K th 19k © 53k tht 2.3M Ast",A profile picture showing a person in a suit against a blue background,"person, suit, blue background",True,,TN,"{('vaccine', 'tasked'): 5.988684686772166, ('vaccine', 'investigating'): 5.988684686772166, ('vaccine', 'manufacturers'): 5.988684686772166, ('vaccines', 'production'): 5.988684686772166, ('vaccines', 'process'): 5.988684686772166, ('vaccines', 'following'): 5.988684686772166, ('vaccines', 'covid'): 5.988684686772166}",41.92079280740516,0,2,K+ (high certainty),1.869158878504673,0.9186,0.113,0.0,0.887,0.9186,5.117573831775701
TN_108,27-Dec-24,@TuckerCarlson,"The New York Times claims the evil Bobby Kennedy wants to ban the polio vaccine and paralyze children. That's an absurd lie, explains his lawyer Aaron Siri.",28,"tl TN Chapter CHD reposted *. Tucker Carlson @ & @TuckerCarlson - Dec 27, 2024 [Jor © The New York Times claims the evil Bobby Kennedy wants to ban the polio vaccine and paralyze children. That’s an absurd lie, explains his lawyer Aaron Siri. (0:00) The Establishment’s Attempt to Discredit Bobby Kennedy Jr. (8:18) The Vaccine Religion (18:57) Did Anyone Protest Show more = i i | a | 1 : . G/F 1:45:50 < A ‘ 0 1.7K tT 10K QO 27K ih 5.4M A 4","The image shows an interview setting with two people sitting at a wooden table with microphones. They appear to be in a rustic room with wooden walls and a landscape painting in the background. There's a timestamp of 1:45:50 visible in the corner, suggesting this is a screenshot from a video interview.","interview setting, wooden table, microphones, rustic room",True,Two individuals in an interview setting,TN,"{('vaccine', 'ban'): 5.672425341971496, ('vaccine', 'polio'): 5.672425341971496, ('vaccine', 'paralyze'): 5.672425341971496, ('vaccine', 'children'): 5.672425341971496, ('vaccine', '18'): 5.672425341971496}",28.36212670985748,0,1,Neutral,0.8849557522123894,-0.9584,0.0,0.142,0.858,0.9584,5.049543362831859
TN_88,22-Jan,@EndTribalism,"Nicole Shanahan warns of an ""extinction"" level risk if AI-developed mRNA vaccines are rushed into use. ""What we need for the mRNA platform right now is a moratorium. It's not ready for human use."" ""It delivers an inconsistent result in individuals."" ""In order for our",47,"tl TN Chapter CHD reposted —— End Tribalism in Politics @ @EndTribalism - Jan 22 fJ ove N Nicole Shanahan warns of an “extinction” level risk if Al- developed mRNA vaccines are rushed into use. “What we need for the mRNA platform right now is a moratorium. It's not ready for human use.” “It delivers an inconsistent result in individuals.” “In order for our Show more . | » Pe ” i V , es cS . i = © 439 Tl 4.4K O 14k hy 571K QA","A screenshot from what appears to be a video interview on SiriusXM. The image shows two women in a split-screen format during what seems to be a discussion about mRNA vaccines. The left side shows a woman with a red background, and the right side shows another woman in what appears to be a home office setting with bookshelves. The video has a timestamp of 4:31 and shows the SiriusXM logo.","interview, studio setting, home office",True,Two individuals in what appears to be a broadcast interview,TN,"{('mrna', '-'): 4.7900769306257684, ('mrna', 'developed'): 5.3750394313469245, ('mrna', 'vaccines'): 5.3750394313469245, ('mrna', 'rushed'): 5.3750394313469245, ('vaccines', '-'): 5.7900769306257684, ('vaccines', 'developed'): 6.3750394313469245, ('vaccines', 'mrna'): 5.3750394313469245, ('vaccines', 'rushed'): 6.3750394313469245, ('mrna', 'need'): 5.3750394313469245, ('mrna', 'platform'): 5.3750394313469245, ('mrna', 'right'): 5.3750394313469245}",60.95550874337387,0,1,Neutral,0.7936507936507936,-0.8031,0.0,0.081,0.919,0.8031,4.725247619047619
TN_64,7-Feb,@NicoleShanahan,My foundation is allocating $3.5M in grants for qualified researchers to publish a series of review papers summarizing the published evidence linking vaccines to: Toxin-Induced Gut-Brain Inflammation Syndrome (TIGRIS); Enterotoxigenic Motor Neuron Inflammation (EMNI); Gut-Brain Show more,41,tl TN Chapter CHD reposted Gi) Nicole Shanahan @ [J @NicoleShanahan - Feb 7 [Jou My foundation is allocating $3.5M in grants for qualified researchers to publish a series of review papers summarizing the published evidence linking vaccines to: Toxin-Induced Gut-Brain Inflammation Syndrome (TIGRIS); Enterotoxigenic Motor Neuron Inflammation (EMNI); Gut-Brain Show more © 2.4K 12 13K © 56K ih 2.7M At,A profile picture showing a person with long dark hair wearing what appears to be a purple or dark colored top against a light background,"person, profile picture",True,,TN,"{('vaccines', 'published'): 6.108524456778169, ('vaccines', 'evidence'): 6.108524456778169, ('vaccines', 'linking'): 6.108524456778169, ('vaccines', ':'): 6.108524456778169, ('vaccines', 'toxin'): 6.108524456778169}",30.54262228389085,0,4,K+ (high certainty),3.846153846153846,0.4215,0.038,0.0,0.962,0.4215,4.419923076923077
TN_96,17-Jan,@TheChiefNerd,"""The US Department of Health and Human Services will award $590 million to Moderna to continue developing a vaccine to protect against bird flu, the pharmaceutical company announced Friday. In 2023, Moderna initiated a study on a 'pandemic influenza vaccine' to protect against Show more",45,HHS invests nearly $600 million in Moderna's bird flu vaccine development,"A screenshot of a CNN article headline and beginning of an article about HHS investing nearly $600 million in Moderna's bird flu vaccine development. The article is by Deidre McPhillips and was updated on January 17, 2025.","CNN article, news headline",False,,TN,"{('moderna', 'million'): 4.459431618637297, ('vaccine', 'protect'): 4.459431618637297, ('vaccine', ""'""): 3.8744691179161412}",12.79333235519073,0,2,K+ (high certainty),3.508771929824561,0.5423,0.134,0.08,0.786,0.5423,4.16958226051183
TN_67,4-Feb,@zenhoneycutt,"Big Ag wants the same immunity as vaccine companies. MAHA folks, we need to take a breather from the Kennedy actions and focus on the enormous threat to our individual, local, and state rights that Big Ag is working on. The Mississippi bill vote is tomorrow. 20k plaintiffs could",49,"Big Ag Wants the Same Immunity As Vaccine Companies

Bayer/Monsanto, Syngenta/ChemChina, and Dow/Dupont are Brainwashing our Senators to Present Bills to Prevent Cancer Lawsuits Against AgroChemical Companies.","The image shows a person from behind standing in a wheat or grain field. They are wearing a straw hat, checkered shirt, and jeans, looking out over the golden field with their hand on their hat. The sky is partly cloudy with sunlight breaking through.","farmer, wheat field, agricultural landscape, sky",False,,TN,"{('vaccine', 'immunity'): 5.507794640198696, ('vaccine', 'companies'): 4.92283213947754}",10.43062677967624,1,0,Neutral,1.265822784810127,-0.902,0.013,0.145,0.842,0.902,4.079998773656768
TN_15,15-Mar,@maryhollandnyc,Welcome to the rabbit hole. https://openvaers.com @ChildrensHD @OpenVAERS,10,"2,663,664 REPORTS OF VACCINE ADVERSE EVENTS IN VAERS - 38,476 COVID Vaccine Reported Deaths / 49,393 Total Reported Deaths - 220,384 Total COVID Vaccine Reported Hospitalizations/314,283 Total Reported Hospitalizations - 1,661,667 COVID Vaccine Adverse Event Reports - Through February 28, 2025","A dark gray/black background with large white text displaying VAERS (Vaccine Adverse Event Reporting System) statistics. The image shows the number 2,663,664 prominently at the top, followed by several lines of statistics about reported vaccine adverse events, deaths, and hospitalizations related to COVID vaccines through February 28, 2025.","statistics, numbers, text",False,,TN,"{('vaccine', 'reports'): 4.266786540694901, ('vaccine', 'adverse'): 4.266786540694901, ('vaccine', ','): 2.096861539252589, ('vaccine', 'covid'): 4.266786540694901, ('vaccine', 'reported'): 3.2667865406949015, ('vaccine', '/'): 3.2667865406949015}",21.4307942427271,0,0,Neutral,0.0,-0.4084,0.055,0.105,0.84,0.4084,3.8167999999999997
TN_26,3-Mar,@DiedSuddenly_,"The media are LYING to you.

The measles vaccine is the real problem.",13,Measles Vaccine Deaths vs Measles Deaths [USA],"A bar chart comparing measles vaccine deaths (red bars) to measles deaths (blue bars) in the USA from approximately 2000 to 2025. The red bars representing vaccine deaths are much higher than the blue bars representing measles deaths. The chart includes a note stating 'Vaccine deaths are suspected cases · Measles deaths are associated cases (UCOD) Source: CDC VAERS, NVSS · @USMortality'","bar chart, data visualization, health statistics",False,,TN,"{('vaccine', '.'): 3.584962500721156, ('vaccine', 'measles'): 3.584962500721156}",7.169925001442312,0,0,Neutral,0.0,-0.7804,0.0,0.275,0.725,0.7804,2.9947850002884624
TN_84,25-Jan,@TNChildrensHD,Amen 🙏,1,"RFK JR: ""If I could save one of these kids, it would be worth giving my life for. I'm 70 years old. To save one kid at birth, it would be worth dying for. To the opportunity and the need for me to save all of these kids, I would do anything for.""","The image shows a person speaking into a microphone in what appears to be an interview setting. The person is wearing a light-colored button-up shirt. There is text overlay at the bottom of the image that reads 'AND IN SOME STATES LIKE CALIFORNIA,'. The image appears to be a screenshot from a video, as indicated by the 1:16 timestamp in the corner.","person, microphone, indoor setting",True,Robert F. Kennedy Jr.,TN,,0.0,4,0,K- (low certainty),7.272727272727272,0.9485,0.275,0.0,0.725,0.9485,2.987909090909091
TN_97,15-Jan,@AaronSiriSG,"Highly coincidental that today, DECADES after it was found to cause cancer in rats, FDA finally takes action to ban red dye No. 3 in foods. Imagine the agency had put citizens before industry... may this be a harbinger of what will occur under leadership that will do just that.",50,"tl TN Chapter CHD reposted f Aaron Siri @ @AaronSiriSG - Jan 15 [Jove Highly coincidental that today, DECADES after it was found to cause cancer in rats, FDA finally takes action to ban red dye No. 3 in foods. Imagine the agency had put citizens before industry... may this be a harbinger of what will occur under leadership that will do just that. Show more © 116 tl 972 © 3.8k il 117K At",The image shows a profile picture of a person in professional attire with glasses against a dark background.,"person, professional headshot",True,,TN,,0.0,2,5,K+ (high certainty),5.737704918032787,-0.9517,0.0,0.117,0.883,0.9517,2.764055737704918
VA_31,27-Aug-24,@Childrens...,"RFK Jr. can sue Biden admin for allegedly censoring anti-vax posts from charity social accounts, court rules",18,"TQ Children's Health Defense Virginia Chapter reposted Children’s Health Defe... &% @Childrens... - Aug 27,2024 (J + RFK Jr. can sue Biden admin for allegedly censoring anti-vax posts from charity social accounts, court rules @KimMRosenberg, CHD’s general counsel, applauded the ruling as the “correct conclusion with respect to standing for CHD and Mr. Kennedy.” “Judge Terry Doughty carefully Show more im) ay S| Robert F. Kennedy Jr —_ O12 TQ 128 © 389 ih 6.1K A 4s","The image shows a person in a dark suit with a white shirt and tie speaking into a microphone. The person appears to be speaking at some kind of event or presentation, with one hand gesturing while holding the microphone.","person, microphone, suit",True,Robert F. Kennedy Jr.,VA,"{('vax', 'censoring'): 6.05528243550119, ('vax', 'anti'): 6.05528243550119, ('vax', '-'): 5.470319934780034, ('vax', 'posts'): 6.05528243550119, ('vax', 'charity'): 6.05528243550119}",29.6914496767848,2,1,K- (low certainty),3.092783505154639,0.9042,0.139,0.0,0.861,0.9042,5.272317525773196
VA_76,16-Aug-24,@RBystrianyk,"Do you have a concern about the flu? Vaccination has shown itself to be a failure. Maybe you should try cinnamon!

In 1907 Dr. Ross reported on his use of cinnamon oil for 16 years to help patients quickly recover from influenza. Weeks of illness from the flu were reduced to",51,"tQ Children's Health Defense Virginia Chapter reposted ‘B) Roman Bystrianyk @ @RBystrianyk - Aug 16, 2024 JJ vw ¢ Do you have a concern about the flu? Vaccination has shown itself to be a failure. Maybe you should try cinnamon! In 1907 Dr. Ross reported on his use of cinnamon oil for 16 years to help patients quickly recover from influenza. Weeks of illness from the flu were reduced to Show more ~F . — O5 119 O77 ih 2.3K As","A photograph showing cinnamon sticks arranged on what appears to be a wooden plate or bowl, placed on a bamboo mat. There are also a few green leaves (possibly bay leaves) next to the cinnamon sticks.","cinnamon sticks, green leaves, wooden plate, bamboo mat",False,,VA,"{('vaccination', 'flu'): 5.2384047393250786, ('vaccination', '?'): 6.2384047393250786, ('vaccination', 'shown'): 6.2384047393250786}",17.71521421797524,2,1,K- (low certainty),2.325581395348837,-0.9289,0.063,0.153,0.784,0.9289,5.206637209302325
VA_53,26-Aug-24,@Honest_M...,"This Wednesday, FLCCC Senior Fellows - host Dr. Ryan Cole (@drcole12) and special guest Dr. Jessica Rose (@JesslovesMJK) - will join us for an important discussion on 'The Impact of Vaccines Based on Autopsy Reports'. Have any questions for the docs? Let us know in the comments",45,WEEKLY WEBINAR UPDATE This week THE IMPACT OF VACCINES BASED ON AUTOPSY REPORTS Dr. Ryan Cole Dr. Jessica Rose FLCCC ALLIANCE HONEST MEDICINE™,A promotional graphic for a webinar with a light blue background featuring mathematical formulas. The image announces a discussion on 'The Impact of Vaccines Based on Autopsy Reports' and includes circular profile photos of two speakers along with the FLCCC Alliance logo.,"webinar announcement, text, logos",True,Two individuals in circular profile photos,VA,"{('vaccines', 'impact'): 5.426264754702098, ('vaccines', 'based'): 5.426264754702098, ('vaccines', 'autopsy'): 5.426264754702098}",16.2787942641063,0,2,K+ (high certainty),2.941176470588235,0.8668,0.136,0.0,0.864,0.8668,5.174776470588235
VA_111,12-Aug-24,@RBystrianyk,An article from the British Medical Journal in 1960 questioned whether universal vaccination for whooping cough is justified and noted that reducing the number of injections a child gets would be beneficial. Imagine that's back in 1960 when the number of injections was a tiny,46,"TQ Children's Health Defense Virginia Chapter reposted ®) Roman Bystrianyk @ @RBystrianyk - Aug 12, 2024 [Jor An article from the British Medical Journal in 1960 questioned whether universal vaccination for whooping cough is justified and noted that reducing the number of injections a child gets would be beneficial. Imagine that’s back in 1960 when the number of injections was a tiny Show more — — ay > i - - o~ 4 a eT ~ 4 ‘ - * ~ - ; aa m, ~~ Os T1158 QO 293 th 36K Ns","A black and white photograph of a stone or concrete cherub statue. The statue depicts a small angel figure with curly hair, with one hand raised to its forehead in what appears to be a gesture of distress or contemplation. The statue is weathered and sits among what looks like stones or gravel.","cherub statue, angel figure, stone sculpture",False,,VA,"{('vaccination', 'questioned'): 6.257387842692652, ('vaccination', 'whether'): 6.257387842692652, ('vaccination', 'universal'): 6.257387842692652, ('vaccination', 'whooping'): 6.257387842692652, ('vaccination', 'cough'): 6.257387842692652, ('injections', 'number'): 5.257387842692652, ('injections', 'child'): 5.257387842692652, ('injections', 'gets'): 5.257387842692652, ('injections', 'tiny'): 5.257387842692652}",52.31649058423387,2,1,K- (low certainty),2.4,0.9022,0.121,0.019,0.86,0.9022,5.1644
VA_92,15-Aug-24,@McCullough...,Global public health agencies and organizations must act now: it's time to withdraw all COVID-19 mRNA injections from the global market to safeguard the public from further harm.,30,"TQ Children's Health Defense Virginia Chapter reposted sou, McCullough Founda... @ @McCullough... -Aug 15,2024 (J ++ Global public health agencies and organizations must act now: it's time to withdraw all COVID-19 mRNA injections from the global market to safeguard the public from further harm. Dr Peter McCullough & Dr Adi Paterson on The Chris Smith Show @tntradiolive #MFEducation |. f ‘ } a 1 mm | | Py \— | y VoN Pan) LIVE ON TNT ; 0:50 HEADLINES LS ON ISRAEL TO INVESTIGATE RAPE OF PALESTINIAN CAPTIVES + HEZBOLLA! Os6 tl 109 © 248 il 18K At",A screenshot from 'The Chris Smith Show' on TNT featuring a split-screen interview. The image shows two individuals in a video call format. Both appear to be in professional attire with city skylines visible in their backgrounds. The bottom of the screen shows 'LIVE ON TNT' and 'THE CHRIS SMITH SHOW' with a timestamp of 0:50.,"TV show, interview, city skyline, studio setting",True,Two individuals appearing on a news program,VA,"{('mrna', 'covid'): 6.330916878114618, ('mrna', '-'): 5.745954377393461, ('mrna', '19'): 6.330916878114618, ('mrna', 'injections'): 6.330916878114618, ('injections', '-'): 5.745954377393461, ('injections', '19'): 6.330916878114618, ('injections', 'mrna'): 6.330916878114618, ('injections', 'global'): 5.330916878114618}",48.47741002347463,0,3,K+ (high certainty),2.5,-0.8412,0.048,0.091,0.861,0.8412,5.0573999999999995
VA_06,31-Aug-24,@Childrens...,"Vaccine injuries + death. Deadly hospital protocols.

Learn the truth ... before history repeats itself.

#VXD3 TICKETS ⬇️
https://vaxxed3.org",18,"TQ Children's Health Defense Virginia Chapter reposted Children’s Health Defe... &% @Childrens... -Aug 31,2024 (JY + it Vaccine injuries + death. Deadly hospital protocols. Learn the truth ... before history repeats itself. #VXD3 TICKETS @ https://vaxxed3.org nth ke . AUTHORIZED TO KILL» THE GROUNDBREAKING FILM THEY DON'T WANT YOU TO SEE. FUELED BY FIRSTHAND TESTIMONIES, THIS IS A DOCUMENTARY BY THE PEOPLE, FOR THE PEOPLE. Pig ts y fix / a lind s\ Li! ~ = TOME RBG ROTO eu"" UTHER TL CHLOREN'S HEAL DEFER FMS, ec URBOS, MAT EL ow BAN BURROMES, AACE. PE, AI ME ‘ea EAK HTN cx ns MARY LA, PY TOME YRS TON ac TBA OMMY wee ALM ELON IN THEATERS SEPTEMBER 18, 2024 Os tl 169 © 297 ih 11K A 4s","A movie poster for 'VAXXED III: AUTHORIZED TO KILL' showing a dark, ominous image of a bus or vehicle emerging from fog/smoke. The poster describes it as 'THE GROUNDBREAKING FILM THEY DON'T WANT YOU TO SEE' and states it's 'FUELED BY FIRSTHAND TESTIMONIES, THIS IS A DOCUMENTARY BY THE PEOPLE, FOR THE PEOPLE.' The bottom of the poster shows several individuals in separate panels and indicates the film will be in theaters September 18, 2024.","movie poster, vehicle, fog, documentary promotion",True,Multiple unidentified individuals in small panels at bottom of poster,VA,"{('vaccine', 'injuries'): 6.700439718141092, ('vaccine', '+'): 6.700439718141092, ('vaccine', 'death'): 6.700439718141092}",20.10131915442328,0,2,K+ (high certainty),1.398601398601399,-0.9189,0.037,0.105,0.858,0.9189,5.04759020979021
VA_48,25-Aug-24,@RBystrianyk,"What a colossal amount of time humanity has wasted obsessing over infectious diseases when history clearly shows that deaths from these illnesses declined by nearly 100%—without any vaccine or before any vaccine or, for that matter, any medical interventions at all. The real key",45,"TQ Children's Health Defense Virginia Chapter reposted ) Roman Bystrianyk @ @RBystrianyk - Aug 25, 2024 [Jorn pk What a colossal amount of time humanity has wasted obsessing over infectious diseases when history clearly shows that deaths from these illnesses declined by nearly 100%—without any vaccine or before any vaccine or, for that matter, any medical interventions at all. The real key Show more 8 0000 } - ly ry m1 DAN j) Se © 88 TL 1k © 21K th 155K QA","A graph showing death rates per 100,000 for various infectious diseases (Measles, Scarlet Fever, Whooping Cough, Diphtheria, Smallpox) in England and Wales from 1838 to 1978. The graph shows declining death rates over time with annotations indicating when various vaccines were introduced. The graph has colored lines for each disease and includes annotations for events like 'Smallpox vaccine made compulsory in 1853', 'Diphtheria Vaccine Started Use in The 1920s', 'Pertussis Vaccine Widespread Use in The 1950s', and 'Measles Vaccine Introduced 1968'. There are also 'Data Gap' notations in certain periods.","disease mortality rates, vaccination timeline, public health data",False,,VA,"{('vaccine', '—'): 5.1799090900149345, ('vaccine', 'without'): 5.1799090900149345, ('vaccine', ','): 3.8579809951275723}",14.21779917515744,0,5,K+ (high certainty),4.065040650406504,-0.7845,0.087,0.121,0.791,0.7845,5.0223159325924644
VA_23,31-Aug-24,@NVICLoeDown,"Trust in Vaccines Plummets: Gallup Poll Reveals Seismic Shift in Public Opinion

Americans' faith in childhood vaccines has hit an all-time low, with potential ramifications that could reshape public health policy for generations to come.",36,Trust in Vaccines Plummets: Gallup Poll Reveals Seismic Shift in Public ...,"The image shows hands raised in a gesture of refusal or blocking, with a syringe/needle visible in the foreground. The background is blurred with a greenish tint. The person's face is not clearly visible as it's blurred behind their hands.","hands, syringe, needle",True,,VA,"{('vaccines', 'trust'): 4.222392421336448, ('vaccines', 'plummets'): 4.222392421336448, ('vaccines', ':'): 4.222392421336448, ('vaccines', 'gallup'): 4.222392421336448}",16.88956968534579,1,0,Neutral,2.127659574468085,0.8074,0.172,0.039,0.789,0.8074,4.9339489361702125
VA_94,16-Aug-24,@ChildrensHD,"💥 Kids as Young as 12 Could Get Mpox Vaccine in EU if Approved

""The level of immunity generated probably isn't that great. The last paper I read, it was about 66% protection after two doses, only about a 35% protection after one dose. Of course, this tells us nothing about how",52,"TQ Children's Health Defense Virginia Chapter reposted ry Children’s Health Defe... &% @Childrens... -Aug 16,2024 (J + v & Kids as Young as 12 Could Get Mpox Vaccine in EU if Approved “The level of immunity generated probably isn’t that great. The last paper | read, it was about 66% protection after two doses, only about a 35% protection after one dose. Of course, this tells us nothing about how Show more \ g t Lg, si _— J me, ) f = aE | A 3) MPox . (3; Sterile . ( yk #/ Vaccin ncent x x . doses after di x | 'SCard dateytine 0 16 tl 82 Q 92 hi 5.8K [A] &","The image shows a composite of a child wearing colorful clothing (yellow and white with green accents) against an EU flag background (blue with yellow stars) on the left side, and a vial labeled 'MPOX sterile concentrate Vaccine 6 doses after dilution' on the right side.","child, EU flag, vaccine vial",False,,VA,"{('vaccine', 'could'): 6.7615512324444795, ('vaccine', 'get'): 6.7615512324444795, ('vaccine', 'mpox'): 6.1765887317233235, ('vaccine', 'eu'): 6.7615512324444795}",26.46124242905676,4,1,K- (low certainty),3.144654088050315,0.6604,0.062,0.032,0.906,0.6604,4.7924981132075475
VA_91,15-Aug-24,@Honest_M...,"In case you missed yesterday's important discussion on 'mRNA Vaccines in Animals and Food Supply Disruptions', with FLCCC Senior Fellows Dr. Kat Lindley @KLVeritas, Dr. Karina Acevedo-Whitehouse, and Dr. @Brookemillermd, you can watch it online now: https://geni.us/weeklywebinar-august14... Show more",45,WEEKLY WEBINAR UPDATE Online Now MRNA VACCINES IN ANIMALS AND FOOD SUPPLY DISRUPTIONS,A promotional graphic for a webinar with a light blue background featuring the title 'MRNA VACCINES IN ANIMALS AND FOOD SUPPLY DISRUPTIONS' in red and gray text. The image includes circular profile photos of three speakers and the FLCCC Alliance logo.,"webinar announcement, speakers, FLCCC logo",True,Three speakers shown in circular profile photos,VA,"{('mrna', 'vaccines'): 5.339850002884625, ('mrna', 'animals'): 5.339850002884625, ('vaccines', 'mrna'): 5.339850002884625, ('vaccines', 'animals'): 5.339850002884625}",21.3594000115385,0,1,Neutral,1.724137931034483,-0.7125,0.031,0.134,0.834,0.7125,4.683620689655172
