data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu
TN_70,4-Feb,@TNChildrensHD,🔊 TUNE IN NOW ⬇️,3,LIVE: Open Executive Session to Consider Favorably Reporting the Nomination of RFK Jr. as HHS Secretary https://x.com/i/broadcasts/1jMKgBRRQvbxL...,"The image shows a promotional graphic for a live broadcast of a Senate Committee on Finance session considering the nomination of RFK Jr. as HHS Secretary. The background features an American flag, and there is a person in a suit with a blue tie against this patriotic backdrop. Text overlays include 'LIVE: RFK JR. HHS SECRETARY NOMINATION CONSIDERATIONS', 'UNITED STATES SENATE COMMITTEE ON FINANCE', and 'FEB. 4TH, 2025'. A timer showing '50:31' is visible in the corner.","American flag, Senate Committee session, political nomination hearing",True,A person in formal attire,TN,,0.0,0,0,Neutral,0.0,0.3818,0.098,0.0,0.902
TN_71,1-Feb,@ClownWorld_,,0,IMAGINE TAKING MEDICAL ADVICE FROM A MAN WHO NEEDS A PARDON FOR THE MEDICAL ADVICE HE GAVE,"A dark, dramatic meme featuring a person in a suit with dramatic lighting. The image has bold white text overlaid that reads 'IMAGINE TAKING MEDICAL ADVICE FROM A MAN WHO NEEDS A PARDON FOR THE MEDICAL ADVICE HE GAVE'.","person in suit, dramatic lighting",True,A person in formal attire,TN,,0.0,0,0,Neutral,0.0,0.4648,0.151,0.0,0.849
TN_72,2-Feb,@TNChildrensHD,Truth 👏👏,1,"MAHA Moms: Yes, they are a force, but REALITY is MAHA Moms got softened from ""Autism Moms"" for the Confirmation Hearings. Sure the environmental toxins that trigger Autism can be foo... Show more","The image shows two political figures sitting together. The image has text overlay at the bottom stating ""1986 Vaxx Act is Repealed"".","political figures, suits, formal setting",True,Two former US presidents,TN,,0.0,0,2,K+ (high certainty),5.88235294117647,0.6652,0.156,0.0,0.844
TN_74,30-Jan,@liz_churchill10,"""I will not confirm RFK Jr."" Starter-pack.",8,"tl TN Chapter CHD reposted ay Liz Churchill @ @liz churchilli@ - Jan 30 (Jow “1 will not confirm RFK Jr.” Starter-pack. t ry a a @&F { ws a = = bh + ye ™ Cy ° K Big Pharma $90K Big Pharma vr ! - j Be a , a I os eS y i ( ¥ \ ~ lave: ¥ y Fe ec | RN <| 2K Big Pharma 0 447 11 8.4K 9 21K ih 458K Ns","A collage of six political figures with text overlaid showing different dollar amounts they allegedly received from pharmaceutical companies. The image shows various politicians in formal attire with captions indicating: '$55K Big Pharma', '$90K Big Pharma', '$1.5M Big Pharma', '$800K Big Pharma', '$32K Big Pharma', and '$62K Big Pharma'.","politicians, political figures, money amounts",True,Various political figures,TN,,0.0,0,4,K+ (high certainty),5.47945205479452,0.0,0.0,0.0,1.0
TN_75,29-Jan,@MidwesternDoc,"The hostility @RobertKennedyJr experienced at his hearing was directly proportional to how much Pharma money each Senator received. In fact, each of them simply repeated the same attacks we just saw flood the mass media (all of which were blatant lies).",41,List of senators and pharmaceutical funding amounts,"A table showing 12 Democratic senators and the amount of pharmaceutical funding they allegedly received. The list is headed by Bernie Sanders (I-VT) with $1,953,613 and includes senators like Raphael Warnock, Elizabeth Warren, and others, with amounts ranging from nearly $2 million down to $176,917 for Peter Welch.","table, financial data, senators, pharmaceutical funding",False,,TN,,0.0,0,1,Neutral,2.083333333333333,-0.8481,0.0,0.17,0.83
TN_76,29-Jan,@ChildrensHD,"💰 These senators are fighting hard for their Big Pharma paycheck.

Catherine Cortez Masto (D- Nevada) has received 2.7 million from the healthcare industry.

Maggie Hassan (D- New Hampshire) has received 2 million from the healthcare industry.

Ron Wyden (D) has received 1.5",44,tl TN Chapter CHD reposted Children’s Health Defense % @ChildrensHD - Jan 29 [Jv Ws @ These senators are fighting hard for their Big Pharma paycheck. Catherine Cortez Masto (D- Nevada) has received 2.7 million from the healthcare industry. Maggie Hassan (D- New Hampshire) has received 2 million from the healthcare industry. Ron Wyden (D) has received 1.5 Show more © 136 tl 2.4K © 44K il 79K At,"The image shows a logo or profile picture of Children's Health Defense, which appears to be a globe with silhouettes of people on it.","globe, silhouettes",False,,TN,,0.0,0,1,Neutral,0.8928571428571428,-0.6486,0.013,0.066,0.921
TN_77,29-Jan,@TNChildrensHD,😂😂,0,"Fattest, Sickest Country On Earth Concerned New Health Secretary Might Do Something Different https://buff.ly/3UUHMIS","The image shows a screenshot of a Babylon Bee article with a split image. On the left is a person with obesity wearing a purple shirt and jeans standing outdoors. On the right is a person in a suit speaking at what appears to be a podium or event, holding a microphone.","person with obesity, speaker at event, satirical headline",True,Unidentified individuals,TN,,0.0,1,0,Neutral,5.88235294117647,0.7003,0.242,0.121,0.637
TN_78,29-Jan,@VigilantFox,"RFK Jr. Stuns Critics With Masterclass Senate Confirmation Performance

Elizabeth Warren tried to put RFK Jr. on the spot. What happened next was priceless.

🧵 THREAD",25,tl TN Chapter CHD reposted ( The Vigilant Fox &% @ @VigilantFox - Jan 29 [Jor co RFK Jr. Stuns Critics With Masterclass Senate Confirmation Performance Elizabeth Warren tried to put RFK Jr. on the spot. What happened next was priceless. E THREAD a od ar ay _ Fi = ] | ~~ 4 ~~ ab “ > Yes i | ) @ © 21K tl 22K QO 151K th 25M Ns,"The image shows a Senate confirmation hearing with a person in a dark suit and white shirt speaking at a microphone. The person appears to be testifying before a Senate committee. There are other individuals visible in the background, including what appears to be committee members and attendees.","Senate hearing, testimony, audience",True,Robert F. Kennedy Jr.,TN,,0.0,0,0,Neutral,0.0,0.0516,0.064,0.043,0.893
TN_79,28-Jan,@RefugeOfSinner5,"A Sep 2020 Pfizer powerpoint was heavily redacted as part of FOI 2389.
Why was critical information, which would have exposed the manufacturing problems with process 2 of Pfizer's mRNA Covid vaccine, redacted from this FOI release.
Here is the reason, in a letter from the TGA.
Show more",50,"Paragraphs from a TGA letter explaining why certain documents were redacted, citing concerns that releasing Document 3 could cause vaccine sponsors to withdraw from the Australian market, prejudice public health and safety, and impede information flow to the TGA. The letter states the documents have commercial value that could be destroyed if disclosed.","A screenshot of what appears to be an official document from the TGA (Therapeutic Goods Administration) with numbered paragraphs (48-54) explaining the rationale for redacting information in FOI documents. Key sections are highlighted in yellow, particularly about risks to vaccine supply in Australia if certain information were released.","document, letter, TGA, FOI guidelines",False,,TN,,0.0,3,1,K- (low certainty),3.883495145631068,-0.6705,0.064,0.112,0.824
TN_80,28-Jan,@sayerjigmi,"🌎 Global Momentum for RFK Jr. is EXPLODING! 💥
💥 The confirmation hearing for @RobertKennedyJr is shaping up to be one of the most pivotal moments in modern history—a showdown between entrenched special interests and a global movement for health sovereignty, transparency, and",41,"DATE CONFIRMED ROBERT F. KENNEDY JR. HEALTH AND HUMAN SERVICES SECRETARY CONFIRMATION HEARING WEDNESDAY, JANUARY 29","A promotional graphic announcing Robert F. Kennedy Jr.'s confirmation hearing for Health and Human Services Secretary. The image shows a person in a suit and tie with the Capitol building in the background. Text overlays announce 'DATE CONFIRMED' and details about the confirmation hearing scheduled for Wednesday, January 29. The Children's Health Defense logo appears in the bottom left corner.","Capitol building, person in suit, American flag",True,Robert F. Kennedy Jr.,TN,,0.0,0,1,Neutral,1.754385964912281,-0.1511,0.07,0.079,0.851
TN_81,28-Jan,@TNChildrensHD,"Go, @zenhoneycutt!",2,This Momma Bear just visited 48 offices with our letter and flyer for Kennedy. Do not underestimate the power of Moms. We research. We share. We empower people with solutions. And we vote.,The image shows a person in a pink turtleneck standing next to a framed display of a bear. The person is holding a flyer that appears to be about Robert F. Kennedy Jr. with text mentioning 'Moms Across America' and discussing chronic illness. Behind them is a display or picture of a brown bear.,"person, bear display, flyer, office setting",True,Robert F. Kennedy Jr. (on flyer),TN,,0.0,0,0,Neutral,0.0,0.6224,0.16,0.0,0.84
TN_82,26-Jan,@zenhoneycutt,Dear ALL Senators. We are watching your vote. Mothers never forget.,11,"Dear Republican Senators, Confirm RFK Jr. or be prepared to lose your seat. -We The People",The image shows a person in a dark suit with a light blue shirt and dark tie sitting in what appears to be a light-colored chair or armchair. The person is seated in a formal pose with hands resting on the armrests.,"person, suit, chair",True,Robert F. Kennedy Jr.,TN,,0.0,0,2,K+ (high certainty),7.407407407407407,0.0726,0.187,0.148,0.666
TN_84,25-Jan,@TNChildrensHD,Amen 🙏,1,"RFK JR: ""If I could save one of these kids, it would be worth giving my life for. I'm 70 years old. To save one kid at birth, it would be worth dying for. To the opportunity and the need for me to save all of these kids, I would do anything for.""","The image shows a person speaking into a microphone in what appears to be an interview setting. The person is wearing a light-colored button-up shirt. There is text overlay at the bottom of the image that reads 'AND IN SOME STATES LIKE CALIFORNIA,'. The image appears to be a screenshot from a video, as indicated by the 1:16 timestamp in the corner.","person, microphone, indoor setting",True,Robert F. Kennedy Jr.,TN,,0.0,4,0,K- (low certainty),7.272727272727272,0.9485,0.275,0.0,0.725
TN_85,23-Jan,@TNChildrensHD,,0,"Larry Ellison, wants to tell you a funny story. ""Pregnant women were not included in the trial. Too dangerous. But not all pregnant women know they are pregnant. So a bunch of pregnant women got the vaccine, and had NO ... Show more""","The image shows a person in a black shirt speaking on what appears to be a stage or during a presentation. They have one arm raised as if making a point. The background is blue with some pattern. There's a caption at the bottom of the image that reads ""The clinical trial was run, I think-"" and a video timestamp of 2:13 is visible in the corner.","speaker, presentation, stage",True,Larry Ellison,TN,,0.0,0,2,K+ (high certainty),4.651162790697675,-0.6123,0.04,0.122,0.838
TN_86,23-Jan,@DC_Draino,"🚨 Trump has officially declassified the assassination files for MLK, JFK, and RFK

He asked his aide to give the pen he signed the EO to RFK Jr.

We just witnessed history

From Trump War Room 💥 🇺🇸",35,"tl TN Chapter CHD reposted e DC Draino @ @DC Draino - Jan 23 [Jou @ ATrump has officially declassified the assassination files for MLK, JFK, and RFK He asked his aide to give the pen he signed the EO to RFK Jr. We just witnessed history Pe ! | head ee | mae ) v ie [i il Gite \ae Vi eee gs | m te me ~ | Ht) . Sie 4 \ 1. LAS PT BREAKING NEWS | Ree oc = “| //Fe | TRUMP SIGNS PARDONS FOR ANTI-ABORTION PROTESTERS |e 0:41 = | Mod From Trump War Room & 4% © 1.6K 01 13K © 89k tht 4.4m Ns","The image shows a scene in the Oval Office. A person in a suit is standing to the left holding documents, while former President Donald Trump is seated at the Resolute Desk signing a document. The room has gold curtains and American flags. A Fox News chyron at the bottom reads 'TRUMP SIGNS PARDONS FOR ANTI-ABORTION PROTESTERS' with 'BREAKING NEWS' and 'FOX NEWS ALERT' banners.","Oval Office, desk, document signing, presidential setting",True,Donald Trump,TN,,0.0,0,0,Neutral,0.0,-0.9589,0.017,0.124,0.859
TN_87,22-Jan,@TNChildrensHD,Well said.,2,All of MAGA and MAHA should oppose this project to their last breath. We are the media now. Get loud. ... Show more,The image shows a video screenshot with a person speaking to the camera. The video has text overlay that reads 'TRUMP stabs MAHA in the back'. There's a timestamp of 6:53 visible in the bottom left corner. The background appears to have some decorative wall art.,"person speaking, text overlay",True,,TN,,0.0,0,1,Neutral,4.166666666666666,0.2732,0.08,0.0,0.92
TN_88,22-Jan,@EndTribalism,"Nicole Shanahan warns of an ""extinction"" level risk if AI-developed mRNA vaccines are rushed into use. ""What we need for the mRNA platform right now is a moratorium. It's not ready for human use."" ""It delivers an inconsistent result in individuals."" ""In order for our",47,"tl TN Chapter CHD reposted —— End Tribalism in Politics @ @EndTribalism - Jan 22 fJ ove N Nicole Shanahan warns of an “extinction” level risk if Al- developed mRNA vaccines are rushed into use. “What we need for the mRNA platform right now is a moratorium. It's not ready for human use.” “It delivers an inconsistent result in individuals.” “In order for our Show more . | » Pe ” i V , es cS . i = © 439 Tl 4.4K O 14k hy 571K QA","A screenshot from what appears to be a video interview on SiriusXM. The image shows two women in a split-screen format during what seems to be a discussion about mRNA vaccines. The left side shows a woman with a red background, and the right side shows another woman in what appears to be a home office setting with bookshelves. The video has a timestamp of 4:31 and shows the SiriusXM logo.","interview, studio setting, home office",True,Two individuals in what appears to be a broadcast interview,TN,"{('mrna', '-'): 4.7900769306257684, ('mrna', 'developed'): 5.3750394313469245, ('mrna', 'vaccines'): 5.3750394313469245, ('mrna', 'rushed'): 5.3750394313469245, ('vaccines', '-'): 5.7900769306257684, ('vaccines', 'developed'): 6.3750394313469245, ('vaccines', 'mrna'): 5.3750394313469245, ('vaccines', 'rushed'): 6.3750394313469245, ('mrna', 'need'): 5.3750394313469245, ('mrna', 'platform'): 5.3750394313469245, ('mrna', 'right'): 5.3750394313469245}",60.95550874337387,0,1,Neutral,0.7936507936507936,-0.8031,0.0,0.081,0.919
TN_89,21-Jan,@maryhollandnyc,It's official. @ChildrensHD,4,"WHO comments on United States announcement of intent to withdraw. Geneva, 21 January 2025 - The World Health Organization regrets the announcement that the United States of America intends to withdraw from the Organization. WHO plays a crucial role in protecting the health and security of the world's people, including Americans, by addressing the root causes of disease, building stronger health systems, and detecting, preventing and responding to health emergencies, including disease outbreaks, often in dangerous places where others cannot go. The United States was a founding member of WHO in 1948 and has participated in shaping and governing WHO's work ever since, alongside 193 other Member States, including through its active participation in the World Health Assembly and Executive Board. For over seven decades, WHO and the USA have saved countless lives and protected Americans and all people from health threats. Together, we ended smallpox, and together we have brought polio to the brink of eradication. American institutions have contributed to and benefited from membership in WHO. With the participation of the United States and other Member States, WHO has over the past 7 years implemented the largest set of reforms in its history, to transform our accountability, cost-effectiveness, and impact in countries. This work continues. We hope the United States will reconsider and we look forward to engaging in constructive dialogue to maintain the partnership between the USA and WHO, for the benefit of the health and well-being of millions of people around the globe.","A screenshot of a World Health Organization press release dated January 21, 2025, expressing regret about the United States' announcement to withdraw from the organization. The document includes the WHO logo at the top and contains several paragraphs detailing the historical relationship between the US and WHO, the organization's importance in global health, and a hope that the US will reconsider its decision.","WHO press release, document, logo",True,A person in a profile picture,TN,,0.0,0,1,Neutral,0.3937007874015748,0.9685,0.125,0.042,0.832
TN_09,4-Apr,@AnnaRMatson,MONUMENTAL NEWS! Idaho just became the first state in the nation to pass a medical freedom bill! No more vaccine mandates 🙌 @LeslieManookian shared more details.,25,"Responding to governor's veto, Idaho Legislature passes new 'medical freedom' bill. Bill would ban vaccine, medical diagnoses or treatment requirements by Idaho businesses, schools and governments. BY: KYLE PFANNENSTIEL - APRIL 4, 2025 4:45 PM","The image shows a legislative chamber, likely the Idaho Legislature, with multiple people seated in tiered rows. The chamber has wooden desks and blue carpeting. Several legislators are visible in formal attire, with some wearing red and blue clothing. Someone appears to be speaking at a podium in the foreground.","legislative chamber, politicians, government meeting",True,Unidentified legislators,TN,,0.0,1,0,Neutral,1.639344262295082,0.7639,0.153,0.078,0.768
TN_91,21-Jan,@TNChildrensHD,This will be so helpful!,5,"Coming to Costco, Whole Foods and Sprouts near you, when you see the badge, you can skip the ingredients label. Seed Oil Safe foods are free from the following: - Seed oils... Show more","A screenshot of an article from Progressive Grocer about the new Seed Oil Safe Badge. The article headline reads 'New Seed Oil Safe Badge Verifies CPG Products' Quality Ingredients' with a subheading about Whole Foods, Sprouts and Costco carrying products for health-conscious consumers. The article includes information about the Seed Oil Safe program that verifies products are free from seed oils, soy, artificial sweeteners, and other ingredients. On the right side is the circular Seed Oil Safe badge logo with 'SOS' in the center.","article, Seed Oil Safe badge, Progressive Grocer publication",True,Small profile photo visible but not clearly identifiable,TN,,0.0,0,2,K+ (high certainty),5.263157894736842,0.8781,0.219,0.0,0.781
TN_92,20-Jan,@Holden_Culotta,"RFK Jr. at the MAHA Inaugural Ball: ""I promise that when I get in there, I'm gonna end the corruption.""

Crowd: ""Bobby! Bobby! Bobby!""

RFK: ""I'm gonna restore gold standard science.""

""I'm gonna end these exposures to our children that are destroying them.""
...",46,"tl TN Chapter CHD reposted & Holden Culotta @ @Holden Culotta - Jan 20 (Joo RFK Jr. at the MAHA Inaugural Ball: “I promise that when | get in there, I’m gonna end the corruption.” Crowd: “Bobby! Bobby! Bobby!” RFK: “I’m gonna restore gold standard science.” “I’m gonna end these exposures to our children that are destroying them.” Show more 7 - os | 7 p~ 4. — F Li y fj . 3:32 ™ © 136 11 3.8k QO 22k ih 347K As","The image shows a formal event taking place in an elegant ballroom with crystal chandeliers and pink/purple lighting. There's a crowd of attendees in formal attire, with some people standing and watching what appears to be a speaker. The venue has ornate decorations and stage lighting equipment visible overhead.","ballroom, crowd, chandeliers, event space",True,Attendees at an event,TN,,0.0,0,1,Neutral,0.8,-0.3331,0.072,0.051,0.876
TN_95,20-Jan,@ChildrensHD,"If he's innocent, why would he need to be pardoned?",11,"Biden pardons Fauci and Milley in an effort to guard against potential 'revenge' by Trump; Biden in Final Hours Pardons Cheney, Fauci and Milley to Thwart Reprisals; Biden Issues Last-Minute Pardons to Fauci, Others Ahead of Trump Inauguration","The image shows a portrait of Dr. Anthony Fauci in black and white on the left side, alongside headlines from various news outlets including AP, The New York Times, and The Wall Street Journal about President Biden issuing pardons to Fauci, Milley, and Cheney. The background is reddish in color.","news headlines, portrait",True,Dr. Anthony Fauci,TN,,0.0,1,0,Neutral,2.0,0.6705,0.194,0.06,0.746
TN_96,17-Jan,@TheChiefNerd,"""The US Department of Health and Human Services will award $590 million to Moderna to continue developing a vaccine to protect against bird flu, the pharmaceutical company announced Friday. In 2023, Moderna initiated a study on a 'pandemic influenza vaccine' to protect against Show more",45,HHS invests nearly $600 million in Moderna's bird flu vaccine development,"A screenshot of a CNN article headline and beginning of an article about HHS investing nearly $600 million in Moderna's bird flu vaccine development. The article is by Deidre McPhillips and was updated on January 17, 2025.","CNN article, news headline",False,,TN,"{('moderna', 'million'): 4.459431618637297, ('vaccine', 'protect'): 4.459431618637297, ('vaccine', ""'""): 3.8744691179161412}",12.79333235519073,0,2,K+ (high certainty),3.508771929824561,0.5423,0.134,0.08,0.786
TN_97,15-Jan,@AaronSiriSG,"Highly coincidental that today, DECADES after it was found to cause cancer in rats, FDA finally takes action to ban red dye No. 3 in foods. Imagine the agency had put citizens before industry... may this be a harbinger of what will occur under leadership that will do just that.",50,"tl TN Chapter CHD reposted f Aaron Siri @ @AaronSiriSG - Jan 15 [Jove Highly coincidental that today, DECADES after it was found to cause cancer in rats, FDA finally takes action to ban red dye No. 3 in foods. Imagine the agency had put citizens before industry... may this be a harbinger of what will occur under leadership that will do just that. Show more © 116 tl 972 © 3.8k il 117K At",The image shows a profile picture of a person in professional attire with glasses against a dark background.,"person, professional headshot",True,,TN,,0.0,2,5,K+ (high certainty),5.737704918032787,-0.9517,0.0,0.117,0.883
TN_98,10-Jan,@DrSuzanneH7,Here is my Highwire segment on polio from yesterday. Please share widely if you like it. I am trying to build my presence over here on X since getting kicked off of most other platforms. Including this one...,38,THE POLIO PARADOX WITH DR. SUZANNE HUMPHRIES - The HighWire,A screenshot from a video segment titled 'THE POLIO PARADOX' showing a person with long gray hair wearing glasses and dark clothing seated for what appears to be an interview. The segment is from The HighWire.,"interview setting, video thumbnail",True,,TN,,0.0,0,0,Neutral,0.0,0.595,0.132,0.04,0.828
TN_99,8-Jan,@ChildrensHD,🎉 'Big Win' for Amish Farmer and Food Freedom in Raw Milk Case,12,"The Commonwealth Court of Pennsylvania last week ruled that Amos and Rebecca Miller, farmers who produce raw milk, may continue to sell raw milk outside the state while a lawsuit filed by the state against them",The image shows a bottle of milk with a red cap against a backdrop of an American flag with a sunset or sunrise in the background. The composition appears to symbolize American freedom in relation to the raw milk case mentioned in the tweet.,"milk bottle, American flag, sunset",False,,TN,,0.0,1,0,Neutral,2.083333333333333,0.8689,0.183,0.032,0.785
VA_01,18-Sep-24,@RescueRepublic,"It's our time.

We must unite. It's time to RESCUE THE REPUBLIC.

Join us in Washington D.C on 9/29/24

#RescueTheRepublic #JoinTheResistance #Unite",27,"TQ Children's Health Defense Virginia Chapter reposted (=) RescueTheRepublic @ @RescueRepublic- Sep 18,2024 (J It's our time. We must unite. It's time to RESCUE THE REPUBLIC. Join us in Washington D.C on 9/29/24 — a 2:44 © 530 tl 5.6K O 1K il) 2.8M At","A concrete or cement bunker-like structure in a barren landscape. The image appears to be a video still (showing a 2:44 timestamp) with a grainy, vintage quality. The structure has a rectangular shape with what looks like an entrance or opening in the center. The sky is cloudy and the overall tone of the image is blue-gray.","concrete structure, bunker, barren landscape",False,,VA,,0.0,0,2,K+ (high certainty),2.564102564102564,0.918,0.184,0.0,0.816
VA_10,2-Sep-24,@DrJBhattacharya,The headline is wrong -- it was the lockdowns and consequent economic dislocation that pushed half a billion people into poverty. Many of the poorest people on the planet faced starvation because of the Western lockdowns.,35,This post is unavailable.,The image shows a profile picture of a person in formal attire with light-colored hair against a red circular background. The main tweet contains text and a reference to an unavailable post.,"profile picture, tweet interface",True,,VA,,0.0,0,0,Neutral,0.0,-0.872,0.0,0.211,0.789
VA_100,17-Aug-24,@NVICLoeDown,"Vaccines, Doses & Shots. Confused?
by Marco Cáceres

It is a common and honest mistake to confuse the word vaccines with the word doses and also the words shots or injections. Most people tend to use the words interchangeably...

#NVIC #TheVaccineReaction",40,"Vaccines, Doses & Shots. Confused? When you feed a baby, Bobby, a vaccination that is, like, 38 different ...","The image shows a screenshot of a website article preview with the title 'Vaccines, Doses & Shots. Confused?' from thevaccinereaction.org. The preview includes the beginning of an article that discusses confusion between vaccination terminology.","website preview, article headline",False,,VA,"{('vaccines', ','): 3.1154772174199357, ('vaccines', 'doses'): 4.115477217419936, ('vaccines', '&'): 4.700439718141092, ('shots', ','): 3.1154772174199357, ('shots', 'doses'): 4.115477217419936, ('shots', '&'): 4.700439718141092, ('shots', '.'): 3.1154772174199357, ('shots', 'confused'): 4.700439718141092, ('shots', '?'): 4.700439718141092, ('vaccines', 'word'): 4.700439718141092}",41.07958467780514,1,0,Neutral,1.754385964912281,-0.3527,0.084,0.134,0.782
VA_101,15-Aug-24,@Childrens...,"""Does anyone know of any research into autism rates of unvaccinated children?"" Join us on #CommunityForum + help your community member get the answers they need. Here, your voice is heard. ⬇️ ...https://community-forum.childrenshealthdefense.org/t/autism-in-unvaxxed-kids/1212/6...",42,Does anyone know of any research into autism rates of unvaccinated children? I can't seem to find anything online about it. I have an autistic toddler who had all the vaccinations and I feel tremendously guilty about the idea that I've caused his autism. I have another baby on the way and my gut feeling is to not get her vaccinated at all. If I can't find any evidence of autism among unvaccinated children then this may be enough to validate my decision not to get my newborn vaccinated,A screenshot of a forum post titled 'Autism in unvaxxed kids?' with a user's question about research on autism rates in unvaccinated children and their personal situation regarding vaccination decisions.,"forum post, text content",False,,VA,"{('vaccinated', 'get'): 5.824428435416546}",5.824428435416546,1,3,K+ (high certainty),2.985074626865671,0.633,0.071,0.024,0.905
VA_102,16-Aug-24,@JesslovesMJK,"This is a really fascinating chat. Casey talks some fast, by!",11,Casey Means was a Stanford-educated surgeon. Her brother Calley was a lobbyist for pharma and the food industry. Both quit their jobs in horror when they realized how many people were being killed by the systems they participated in. This is an amazing story....,"The image shows a person in a dark suit with a red tie standing in what appears to be an arena or large venue. There's a crowd visible in the background and a sign that says 'MAKE A PLAN TO VOTE'. The image has a timestamp of 2:20:15 visible in the corner, suggesting it's from a video.","person in suit, arena, crowd, political event",True,Donald Trump,VA,,0.0,0,0,Neutral,0.0,-0.2261,0.113,0.127,0.76
VA_103,17-Aug-24,@CHDV...,They keep going straight for the heart.,7,"Bavarian Nordic's JYNNEOS live-attenuated MPOX vaccine resulted in elevated troponin levels in up to 18.4% of trial participants, with 1.3% experiencing cardiac adverse events. Among those previously vaccinated for smallpox, 2.1% ... Show more","A screenshot of a data table titled 'Table 79: Percentage of Subjects with Post-Vaccination Elevation of Troponin Determined by High Sensitivity Troponin Test in Studies POX-MVA-008 and -011 (Safety Population)'. The table shows percentages of subjects with elevated troponin levels after JYNNEOS vaccination, with data broken down by study and subject categories. Below the table is text explaining that cardiac adverse events were reported in 1.3% of JYNNEOS recipients who were smallpox vaccine-naive and 2.1% of those who were smallpox vaccine-experienced.","data table, medical information, vaccine study results",False,,VA,,0.0,0,1,Neutral,2.222222222222222,0.5574,0.131,0.054,0.815
VA_104,16-Aug-24,@ShabnamPa...,How about you?,3,I know I'm early but I'm also anti-monkeypox jab,A text-based meme with black text on a white background that reads 'I know I'm early but I'm also anti-monkeypox jab',"text, statement about monkeypox vaccine",True,A person in a profile picture,VA,,0.0,0,1,Neutral,6.666666666666667,0.0,0.0,0.0,1.0
VA_105,17-Aug-24,@P_McCull...,"Beyfortus (nirsevimab-alip) Injected in Newborns on First Day of Life Since October, 2023

Beyfortus, a synthetic monoclonal antibody to RSV, is part of the approved immunization schedule for babies and is covered by the Vaccines for Children (VFC) program and many private",43,"TQ Children's Health Defense Virginia Chapter reposted ¢ Peter A. McCullough, M... @ @P McCull... - Aug 17,2024 (J + Beyfortus (nirsevimab-alip) Injected in Newborns on First Day of Life Since October, 2023 Beyfortus, a synthetic monoclonal antibody to RSV, is part of the approved immunization schedule for babies and is covered by the Vaccines for Children (VFC) program and many private Show more fies] La - ; > - «@ Y | * 4 \ 2:03 . f ) a | | JN O 96 11 1.9K 9 2.8K thi 155K A 4","The image shows a person in a blue suit with a yellow/gold tie sitting in what appears to be an office setting. Behind them are framed certificates or diplomas on a dark wall. The person appears to be in a video call or recording, with a timestamp of 2:03 visible in the corner. The background includes bookshelves and what looks like a leather chair or couch.","person, office, certificates, bookshelves",True,,VA,"{('immunization', 'approved'): 6.459431618637297, ('immunization', 'schedule'): 6.459431618637297, ('immunization', 'babies'): 6.459431618637297, ('vaccines', 'covered'): 6.459431618637297, ('vaccines', 'children'): 5.874469117916141, ('vaccines', '('): 5.137503523749935}",36.84969911621526,0,1,Neutral,0.7874015748031495,0.7269,0.051,0.0,0.949
VA_106,15-Aug-24,@ChildrensHD,"The first U.S. county to ever experience a decrease in autism has been pinpointed, says economic researcher Toby Rogers (@uTobian). Starting in 2000, parents in @maringov County, CA began to do something differently.

The @CDCgov is looking into this huge finding, right?

...",43,ADDM autism rates by state in 8 year olds born in 2012,"A bar chart showing autism rates by state for 8-year-olds born in 2012. The chart shows rates per 10,000 children with California having the highest rate at approximately 1 in 22, compared to an average of 1 in 36. States are listed vertically with horizontal bars showing their respective rates. The chart appears to be from a video presentation by Children's Health Defense.","bar chart, autism rates, state comparison",False,,VA,,0.0,0,0,Neutral,0.0,0.3869,0.046,0.0,0.954
